Response,empathy_score,fluency_score,sentiment_score,empathy_score_NEW
"I know it can be difficult to choose sometimes, but here are some common loving songs from my wonderful collections. Please pick your favourite one, when ready please press 'continue'.",1.0,0.08,0.99,0.0
No worries! Here are a few of my favourite loving songs for you to listen to that are music to your ears. Pick your favourite one and press 'continue' when you're ready.,1.0,0.24,0.91,0.0
"These songs are common beautiful songs, may you choose one. Please press 'continue' to move on.",0.0,0.06,0.84,0.0
"Try not to worry, here are some common love songs from my treasure box. Please feel free to pick your favourite and when ready, press continue.",1.0,0.12,0.97,0.0
"There are some common love songs from my collections, so don't worry! Feel free to pick your favourite and when ready please press continue.",1.0,0.11,0.92,0.0
"I have some songs that you might enjoy, you can select your favourite and press continue.",0.0,0.15,0.69,0.0
You can select one of these wonderful songs to retain your happiness. Press continue when ready.,0.0,0.05,0.93,0.0
There are some great songs in my cluster. Please choose one from the list and then press continue.,0.0,0.12,0.85,0.0
"I have some great songs that may interest you, please choose your favourite. When ready click continue to move on.",0.0,0.11,0.95,0.0
"Here are some great songs that you might enjoy, please choose your favourite. When you're ready, you can simply click continue to move on.",0.0,0.28,0.95,0.0
"No worries, I can cover you with my wonderful cluster containing these common love songs. Please pick your favourite, and when ready press continue.",1.0,0.04,0.97,0.0
"Don't worry, I've got some great classic love songs on my playlists. Please pick up your favourite song and, when ready, press continue.",1.0,0.2,0.97,0.0
"Don't fret, I own a playlist full of common loving songs. Choose one, when you're ready to give it a listen, hit continue.",1.0,0.11,0.85,0.0
"Here are some common love songs from my wonderful collections, just pick your favourite, and when ready please press continue.",0.0,0.06,0.96,0.0
"It can sometimes be difficult to decide, here are some common loving songs from my wonderful collections. Please choose one and hit continue.",1.0,0.08,0.89,0.0
No worries! Here are some of my favourite common loving songs for you to listen to. Pick your favourite one and press continue when you're ready.,1.0,0.15,0.91,0.0
"These songs are common beautiful songs, may you choose the one you wish, and press continue when you are ready.",0.0,0.07,0.91,0.0
"Do not worry, here are some common loving songs from my wonderful collections. Please pick your favourite one, when ready please press 'continue'.",1.0,0.06,0.98,0.0
There are some great songs in my memory. Please pick one from the list and then press continue. ,0.0,0.12,0.85,0.0
"Don't frown, I have this playlist of songs from my iTunes that is very captivating. Please pick one, when you're ready to give it a listen hit continue.",1.0,0.13,0.77,0.0
"I know it can be difficult sometimes, but here are some common loving songs from my wonderful collections that will surely charm your ears. Please pick your favourite one, when ready please press 'continue'.",1.0,0.09,1.0,0.0
No worries! Here are a few of my favourite loving songs for you to listen to that are music to your ears. Pick your favourite one and press 'continue' when you're ready.,1.0,0.24,0.91,0.0
,,,,0.0
Please loosen up the muscles around your mouth and eyes by moving them around and singing that song. (User click continue),,,,0.0
Please relax the muscles around your mouth and eyes by moving them around and singing that song. ,0.0,0.07,0.78,0.0
Try to relax and sing that song! I meant sway those muscles around your mouth and eyes that kind of relax.,0.0,0.04,0.82,0.0
"Let your strains go by flexing your mouth and eyes muscle, be with the air and sing that song.",0.0,0.04,0.2,0.0
"Try singing the song you've chosen, you might find it relaxes you.",0.0,0.17,0.61,0.0
"For this exercise, we need to loosen up. Start with a smile, and move into singing that song.",0.0,0.17,0.61,0.0
"Let's shake out all that stress by moving your mouth and eyes before we begin. Now, let's sing that song.",1.0,0.12,0.04,0.0
"Sing along to that song! That will help warm up the facial muscles, especially around your mouth and eyes.",0.0,0.11,0.76,1.0
"Try this, let loose the muscles around your eyes and mouth! Dance a bit even if you look silly, sing that song.",0.0,0.07,0.16,0.0
Try to loosen up the muscles around your mouth and eyes by moving them around. Unleash that beautiful voice of yours and sing that song.,1.0,0.17,0.76,0.0
"When you're ready, please loosen up your facial muscles by moving them around and singing the song of your choice.",0.0,0.19,0.75,0.0
Relax the muscles in your face and let's sing the song of your choice.,0.0,0.14,0.66,1.0
Feel free to relax the muscles around your mouth and your eyes by moving them around and singing that song.,0.0,0.12,0.84,0.0
Try to ease up and sing that song! I meant to shift the muscles around your mouth and your eyes that kind of relax.,0.0,0.06,0.8,0.0
Loosen up your strains by flexing the muscle around the mouth and the eyes. Be with the air and sing that song.,1.0,0.09,0.2,0.0
"Try singing the song you have chosen, you might find the song relaxes you and perhaps your muscles too.",0.0,0.11,0.61,0.0
"For this exercise, we need to loosen up our muscles with a smile and move into singing that song.",0.0,0.13,0.61,0.0
"Sit up until we shake all that stress out by moving your mouth and eyes. Now, let's sing that song.",0.0,0.09,0.04,0.0
"Sing along to that song! That will warm up the facial muscles, particularly around your mouth and eyes.",0.0,0.09,0.57,1.0
"Try this, relax the muscles around your eyes and mouth, dance even if you look silly, and sing this song.",0.0,0.12,0.67,0.0
"Please try to loosen up the muscles around your mouth and eyes by moving them around, free your voice and sing that song.",1.0,0.11,0.81,0.0
"When you're ready, please loosen up your facial muscles by moving them around. Relax and let's hum the song of your choice.",1.0,0.12,0.87,0.0
"When you're ready, please loosen up your facial muscles by moving them around. Unleash your wonderful voice and let's hum that song of your choice.",1.0,0.12,0.9,0.0
Feel free to relax the muscles around your mouth and your eyes by moving them around and let's hum that song.,0.0,0.07,0.84,0.0
"Relax your muscles around your face region. Be ready to unleash your voice, let's sing the song of your choice.",1.0,0.11,0.8,1.0
Please loosen up the muscles around your mouth and eyes by moving them around and singing that song.,0.0,0.1,0.58,0.0
Please loosen up the muscles around your mouth and your eyes by moving them around. Reveal your voice to sing this song.,1.0,0.11,0.58,1.0
"For this exercise, we need to relax our eyes and mouth muscle. Start with a smile, be ready, and sing that song out loud.",1.0,0.15,0.88,0.0
"Now, try to relax your muscles around your face region. Be ready to free up your voice, let's sing the song of your choice.",1.0,0.14,0.9,0.0
"Let's jiggle out all that stress by moving your mouth and eyes before we begin. Now, set your voice free and let's sing that song.",1.0,0.1,0.46,1.0
"When you're ready, feel free to loosen up your facial muscles by moving them around and singing the song you have previously chosen.",0.0,0.19,0.82,0.0
Please loosen up the muscles around your mouth and eyes by moving them around and singing that song. Feel the excitement and power of the lyrics of that song.,1.0,0.15,0.8,0.0
,,,,1.0
"Congratulations, you can now enjoy being playful. Press 'continue' to move forward. (User click continue)",,,,1.0
"Nice, now we know that we can have fun together and will make an excellent dynamic duo. Go ahead and click continue to see how we can both improve our creative potential.",1.0,0.16,0.98,0.0
"Well done, you are playful and we can do that together. Please continue to explore how you can enhance your potential for creativity.",0.0,0.13,0.91,0.0
Well done you! Now we can play! Press 'continue' to explore more about how you could enhance creativity!,1.0,0.08,0.88,0.0
"Amazing, I'm sure you have enjoyed being playful and can wait to continue. Press continue to carry on!",1.0,0.06,0.95,0.0
"Well done, you are now more playful, we'll make a good team. Click 'continue' to see what's next to reach your full creative potential. ",1.0,0.11,0.94,0.0
That's great: now you can be playful! I hope you'll use this power for good and not for evil. Press 'continue' now and we'll move on.,1.0,0.2,0.98,0.0
Congrats! Now it's time for some fun ~ press continue to keep partying and find out how great you are.,0.0,0.08,0.97,0.0
Well done! You are progressing very well and showing a more playful side to yourself which can be difficult. Press the continue button below to proceed forward to the next stage and learn more about your creative potential.,1.0,0.16,0.9,0.0
